BINOMIAL,CITATION,CLASS,ORDER,FAMILY,GENUS,TSN,IUCN_ID,COMMON,IUCN_STATUS
Tarsiger cyanurus,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,,22709733,"Orange-flanked Bush-robin, Orange-flanked Bush-Robin, Red-flanked Bluetail",LC
Tarsiger chrysaeus,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,,22709738,"Golden Bush-robin, Golden Bush Robin, Golden Bush-Robin",LC
Tarsiger indicus,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,,22709743,"White-browed Bush-robin, White-browed Bush Robin, White-browed Bush-Robin",LC
Tarsiger hyperythrus,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,,22709748,"Rufous-breasted Bush-robin, Rufous-breasted Bush Robin, Rufous-breasted Bush-Robin",LC
Tarsiger johnstoniae,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,,22709753,"Collared Bush-robin, Collared Bush Robin, Collared Bush-Robin",LC
Thamnolaea cinnamomeiventris,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Thamnolaea,,22710441,"Mocking Cliff-chat, Mocking Chat",LC
Trichixos pyrropygus,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Trichixos,,22710012,Rufous-tailed Shama,NT
Xenocopsychus ansorgei,Birdlife International 2011,AVES,PASSERIFORMES,MUSCICAPIDAE,Xenocopsychus,,22709858,"Angola Cave-chat, Angola Cave-Chat, Angola Cave Chat",LC
Amalocichla sclateriana,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Amalocichla,,22704757,"Greater Ground-robin, Greater Ground Robin",LC
Amalocichla incerta,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Amalocichla,,22704761,"Lesser Ground-robin, Lesser Ground Robin",LC
Drymodes superciliaris,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Drymodes,,22704923,"Northern Scrub-robin, Northern Scrub Robin, Northern Scrub-Robin",LC
Drymodes brunneopygia,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Drymodes,,22704928,"Southern Scrub-robin, Southern Scrub Robin, Southern Scrub-Robin",LC
Eopsaltria australis,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,,22704849,"Eastern Yellow Robin, Yellow Robin",LC
Eopsaltria griseogularis,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,,22704853,"Western Yellow Robin, Grey-breasted Robin",LC
Eopsaltria flaviventris,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,,22704857,Yellow-bellied Robin,LC
Eopsaltria georgiana,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,,22704860,White-breasted Robin,LC
Eopsaltria pulverulenta,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,,22704863,Mangrove Robin,LC
Eugerygone rubra,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Eugerygone,,22704792,Garnet Robin,LC
Heteromyias albispecularis,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Heteromyias,,22733541,Grey-headed Robin,LC
Melanodryas cucullata,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Melanodryas,,22704837,Hooded Robin,LC
Melanodryas vittata,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Melanodryas,,22704840,Dusky Robin,LC
Microeca fascinans,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Microeca,,22704769,"Jacky-winter, Jacky Winter",LC
Microeca hemixantha,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Microeca,,22704773,Golden-bellied Flyrobin,NT
Microeca flavigaster,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Microeca,,22704776,"Lemon-bellied Flyrobin, Lemon-bellied Flycatcher",LC
Microeca griseoceps,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Microeca,,22704782,"Yellow-legged Flyrobin, Yellow-legged Flycatcher",LC
Microeca flavovirescens,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Microeca,,22704786,Olive Flyrobin,LC
Microeca papuana,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Microeca,,22704789,Canary Flyrobin,LC
Monachella muelleriana,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Monachella,,22704765,"Torrent Robin, Torrent Flyrobin",LC
Pachycephalopsis hattamensis,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Pachycephalopsis,,22704917,Green-backed Robin,LC
Pachycephalopsis poliosoma,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Pachycephalopsis,,22704920,White-eyed Robin,LC
Peneothello sigillatus,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Peneothello,,22704886,White-winged Robin,LC
Peneothello cryptoleuca,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Peneothello,,22704889,Smoky Robin,LC
Peneothello cyanus,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Peneothello,,22704896,"Blue-grey Robin, Slaty Robin",LC
Peneothello bimaculata,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Peneothello,,22704900,White-rumped Robin,LC
Petroica bivittata,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704795,"Alpine Robin, Cloud-forest Robin",LC
Petroica archboldi,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704799,"Snow Mountain Robin, Snow Mountains Robin",DD
Petroica multicolor,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704803,"Scarlet Robin, Pacific Robin",LC
Petroica macrocephala,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704812,"Tomtit, New Zealand Tomtit",LC
Petroica goodenovii,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704816,Red-capped Robin,LC
Petroica phoenicea,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704819,Flame Robin,NT
Petroica rosea,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704822,Rose Robin,LC
Petroica rodinogaster,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704825,Pink Robin,LC
Petroica australis,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704828,New Zealand Robin,LC
Petroica traversi,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Petroica,,22704831,"Black Robin, Chatham Islands Robin, Chatham Island Black Robin, Chatham Robin",EN
Poecilodryas brachyura,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Poecilodryas,,22704869,Black-chinned Robin,LC
Poecilodryas hypoleuca,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Poecilodryas,,22704872,Black-sided Robin,LC
Poecilodryas placens,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Poecilodryas,,22704880,Olive-yellow Robin,NT
Poecilodryas albonotata,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Poecilodryas,,22704883,Black-throated Robin,LC
Poecilodryas cerviniventris,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Poecilodryas,,22735669,Buff-sided Robin,LC
Poecilodryas superciliosa,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Poecilodryas,,22735674,White-browed Robin,LC
Tregellasia leucops,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Tregellasia,,22704843,White-faced Robin,LC
Tregellasia capito,Birdlife International 2011,AVES,PASSERIFORMES,PETROICIDAE,Tregellasia,,22704846,Pale-yellow Robin,LC
Picathartes gymnocephalus,Birdlife International 2011,AVES,PASSERIFORMES,PICATHARTIDAE,Picathartes,,22708108,"White-necked Picathartes, White-necked Rockfowl, Yellow-headed Rockfowl, Bare-headed Rockfowl",VU
Picathartes oreas,Birdlife International 2011,AVES,PASSERIFORMES,PICATHARTIDAE,Picathartes,,22708119,"Grey-necked Picathartes, Red-headed Rockfowl, Grey-necked Rockfowl",VU
Pitta phayrei,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698599,Eared Pitta,LC
Pitta nipalensis,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698602,Blue-naped Pitta,LC
Pitta soror,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698605,Blue-rumped Pitta,LC
Pitta oatesi,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698608,Rusty-naped Pitta,LC
Pitta schneideri,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698611,Schneider's Pitta,VU
Pitta caerulea,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698614,Giant Pitta,NT
Pitta cyanea,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698617,Blue Pitta,LC
Pitta elliotii,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698625,Bar-bellied Pitta,LC
Pitta gurneyi,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698628,Gurney's Pitta,EN
Pitta baudii,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698631,Blue-headed Pitta,VU
Pitta sordida,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698634,Hooded Pitta,LC
Pitta maxima,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698637,Ivory-breasted Pitta,LC
Pitta superba,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698640,"Superb Pitta, Black-backed Pitta",EN
Pitta steerii,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698644,"Azure-breasted Pitta, Steere's Pitta",VU
Pitta kochi,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698648,"Whiskered Pitta, Koch's Pitta",NT
Pitta erythrogaster,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698653,Red-bellied Pitta,LC
Pitta dohertyi,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698656,Sula Pitta,NT
Pitta arcuata,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698659,Blue-banded Pitta,LC
Pitta venusta,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698667,"Graceful Pitta, Black-crowned Pitta",VU
Pitta angolensis,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698671,African Pitta,LC
Pitta reichenowi,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698676,Green-breasted Pitta,LC
Pitta brachyura,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698681,Indian Pitta,LC
Pitta nympha,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698684,Fairy Pitta,VU
Pitta moluccensis,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698688,Blue-winged Pitta,LC
Pitta megarhyncha,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698691,Mangrove Pitta,NT
Pitta elegans,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698694,Elegant Pitta,LC
Pitta iris,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698697,Rainbow Pitta,LC
Pitta versicolor,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698700,Noisy Pitta,LC
Pitta anerythra,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22698703,"Black-faced Pitta, Solomons Pitta",VU
Pitta ussheri,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22732662,Black-headed Pitta,NT
Pitta granatina,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22735819,Garnet Pitta,NT
Pitta guajana,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22736518,Javan Banded Pitta,LC
Pitta irena,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22736523,Malayan Banded Pitta,NT
Pitta schwaneri,Birdlife International 2011,AVES,PASSERIFORMES,PITTIDAE,Pitta,,22736530,Bornean Banded Pitta,LC
Pomatostomus isidorei,Birdlife International 2011,AVES,PASSERIFORMES,POMATOSTOMIDAE,Pomatostomus,,22704980,New Guinea Babbler,LC
Pomatostomus temporalis,Birdlife International 2011,AVES,PASSERIFORMES,POMATOSTOMIDAE,Pomatostomus,,22704983,Grey-crowned Babbler,LC
Pomatostomus superciliosus,Birdlife International 2011,AVES,PASSERIFORMES,POMATOSTOMIDAE,Pomatostomus,,22704986,White-browed Babbler,LC
Pomatostomus halli,Birdlife International 2011,AVES,PASSERIFORMES,POMATOSTOMIDAE,Pomatostomus,,22704989,Hall's Babbler,LC
Pomatostomus ruficeps,Birdlife International 2011,AVES,PASSERIFORMES,POMATOSTOMIDAE,Pomatostomus,,22704992,Chestnut-crowned Babbler,LC
Ailuroedus buccoides,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,,22703618,White-eared Catbird,LC
Ailuroedus melanotis,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,,22703621,Spotted Catbird,LC
Ailuroedus crassirostris,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,,22703624,Green Catbird,LC
Amblyornis inornata,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Amblyornis,,22703644,Vogelkop Bowerbird,LC
Amblyornis macgregoriae,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Amblyornis,,22703651,Macgregor's Bowerbird,LC
Amblyornis subalaris,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Amblyornis,,22703654,Streaked Bowerbird,LC
Amblyornis flavifrons,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Amblyornis,,22703657,"Golden-fronted Bowerbird, Yellow-fronted Bowerbird",LC
Archboldia papuensis,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Archboldia,,22731912,Archbold's Bowerbird,NT
Chlamydera guttata,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Chlamydera,,22703682,Western Bowerbird,LC
Chlamydera maculata,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Chlamydera,,22703688,Spotted Bowerbird,LC
Chlamydera nuchalis,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Chlamydera,,22703694,Great Bowerbird,LC
Chlamydera lauterbachi,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Chlamydera,,22703700,Yellow-breasted Bowerbird,LC
Chlamydera cerviniventris,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Chlamydera,,22703703,Fawn-breasted Bowerbird,LC
Prionodura newtoniana,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Prionodura,,22703661,Golden Bowerbird,LC
Ptilonorhynchus violaceus,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Ptilonorhynchus,,22703679,Satin Bowerbird,LC
Scenopoeetes dentirostris,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Scenopoeetes,,22703627,"Tooth-billed Bowerbird, Tooth-billed Catbird",LC
Sericulus aureus,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Sericulus,,22703667,"Masked Bowerbird, Flame Bowerbird",LC
Sericulus bakeri,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Sericulus,,22703671,"Fire-maned Bowerbird, Adelbert Regent Bowerbird, Adelbert Bowerbird",NT
Sericulus chrysocephalus,Birdlife International 2011,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Sericulus,,22703676,Regent Bowerbird,LC
Acridotheres tristis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710921,Common Myna,LC
Acridotheres ginginianus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710929,Bank Myna,LC
Acridotheres fuscus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710932,Jungle Myna,LC
Acridotheres grandis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710936,"White-vented Myna, Great Myna",LC
Acridotheres cinereus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710940,Pale-bellied Myna,LC
Acridotheres albocinctus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710943,Collared Myna,LC
Acridotheres cristatellus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Acridotheres,,22710946,Crested Myna,LC
Ampeliceps coronatus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Ampeliceps,,22710949,Golden-crested Myna,LC
Aplonis zelandica,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710482,Rusty-winged Starling,NT
Aplonis santovestris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710485,"Santo Starling, Mountain Starling, Vanuatu Starling",VU
Aplonis pelzelni,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710490,Pohnpei Starling,CR
Aplonis atrifusca,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710493,Samoan Starling,LC
Aplonis corvina,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710496,Kosrae Starling,EX
Aplonis mavornata,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710499,Mysterious Starling,EX
Aplonis cinerascens,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710502,Rarotonga Starling,VU
Aplonis tabuensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710505,Polynesian Starling,LC
Aplonis striata,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710508,Striated Starling,LC
Aplonis fusca,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710511,"Norfolk Island Starling, Norfolk Starling, Tasman Starling",EX
Aplonis opaca,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710519,Micronesian Starling,LC
Aplonis crassa,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710522,Tanimbar Starling,NT
Aplonis cantoroides,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710525,Singing Starling,LC
Aplonis feadensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710531,Atoll Starling,NT
Aplonis insularis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710534,Rennell Starling,LC
Aplonis grandis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710537,Brown-winged Starling,LC
Aplonis dichroa,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710540,"San Cristobal Starling, Makira Starling",LC
Aplonis mysolensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710544,Moluccan Starling,LC
Aplonis minor,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710547,Short-tailed Starling,LC
Aplonis panayensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710550,Asian Glossy Starling,LC
Aplonis metallica,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710553,Metallic Starling,LC
Aplonis magna,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710559,Long-tailed Starling,LC
Aplonis mystacea,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710562,Yellow-eyed Starling,NT
Aplonis brunneicapillus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Aplonis,,22710565,White-eyed Starling,EN
Basilornis celebensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Basilornis,,22710958,Sulawesi Myna,LC
Basilornis galeatus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Basilornis,,22710961,"Helmeted Myna, Sula Myna",NT
Basilornis corythaix,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Basilornis,,22710965,Long-crested Myna,LC
Basilornis mirandus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Basilornis,,22710968,Apo Myna,NT
Buphagus africanus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Buphagus,,22711005,Yellow-billed Oxpecker,LC
Buphagus erythrorhynchus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Buphagus,,22711009,Red-billed Oxpecker,LC
Cinnyricinclus sharpii,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Cinnyricinclus,,22710783,Sharpe's Starling,LC
Cinnyricinclus femoralis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Cinnyricinclus,,22710787,Abbott's Starling,VU
Cinnyricinclus leucogaster,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Cinnyricinclus,,22710791,Violet-backed Starling,LC
Coccycolius iris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Coccycolius,,22710642,"Emerald Starling, Iris Glossy-Starling",DD
Cosmopsarus regius,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Cosmopsarus,,22710817,Golden-breasted Starling,LC
Cosmopsarus unicolor,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Cosmopsarus,,22710821,Ashy Starling,LC
Creatophora cinerea,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Creatophora,,22710832,Wattled Starling,LC
Enodes erythrophris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Enodes,,22710997,"Fiery-browed Myna, Fiery-browed Starling",LC
Fregilupus varius,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Fregilupus,,22710840,"Reunion Starling, Réunion Starling",EX
Gracula ptilogenys,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Gracula,,22710988,"Sri Lanka Myna, Sri Lanka Hill Myna, Ceylon Myna",NT
Gracula religiosa,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Gracula,,22710993,"Hill Myna, Common Hill Myna",LC
Grafisia torquata,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Grafisia,,22710591,White-collared Starling,LC
Lamprotornis cupreocauda,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710647,"Copper-tailed Glossy-starling, Copper-tailed Glossy-Starling, Copper-tailed Glossy Starling, Copper-tailed Starling",NT
Lamprotornis purpureiceps,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710654,"Purple-headed Glossy-starling, Purple-headed Glossy-Starling, Purple-headed Glossy Starling, Purple-headed Starling",LC
Lamprotornis corruscus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710661,"Black-bellied Glossy-starling, Black-bellied Glossy-Starling, Black-bellied Glossy Starling, Black-bellied Starling",LC
Lamprotornis purpureus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710668,"Purple Glossy-starling, Purple Glossy-Starling, Purple Glossy Starling, Purple Starling",LC
Lamprotornis nitens,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710675,"Red-shouldered Glossy-starling, Cape Glossy Starling, Cape Starling, Red-shouldered Glossy-Starling",LC
Lamprotornis chalcurus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710682,"Bronze-tailed Glossy-starling, Bronze-tailed Glossy-Starling, Bronze-tailed Glossy Starling, Bronze-tailed Starling",LC
Lamprotornis chalybaeus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710689,"Greater Blue-eared Glossy-starling, Greater Blue-eared Starling, Greater Blue-eared Glossy-Starling",LC
Lamprotornis chloropterus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710695,"Lesser Blue-eared Glossy-starling, Lesser Blue-eared Starling, Lesser Blue-eared Glossy-Starling",LC
Lamprotornis elisabeth,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710703,"Southern Blue-eared Glossy-starling, Miombo Blue-eared Starling, Southern Blue-eared Glossy-Starling",LC
Lamprotornis acuticaudus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710710,"Sharp-tailed Glossy-starling, Sharp-tailed Starling, Sharp-tailed Glossy-Starling",LC
Lamprotornis splendidus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710716,"Splendid Glossy-starling, Splendid Glossy-Starling, Splendid Glossy Starling, Splendid Starling",LC
Lamprotornis ornatus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710723,"Principe Glossy-starling, Príncipe Glossy-Starling, Príncipe Glossy Starling, Príncipe Glossy-starling, Principe Starling",LC
Lamprotornis australis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710731,"Burchell's Glossy-starling, Burchell's Starling, Burchell's Glossy-Starling",LC
Lamprotornis mevesii,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710737,"Meves's Glossy-starling, Meves's Starling, Meves's Glossy-Starling, Southern Long-tailed Starling",LC
Lamprotornis caudatus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710744,"Long-tailed Glossy-starling, Long-tailed Glossy-Starling, Long-tailed Glossy Starling, Northern Long-tailed Starling",LC
Lamprotornis purpuroptera,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710751,"Rueppell's Glossy-starling, Rüppell's Long-tailed Starling, Rüppell's Glossy-starling, Rueppell's Glossy-Starling, Rüppell's Starling",LC
Lamprotornis superbus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710767,Superb Starling,LC
Lamprotornis pulcher,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710771,Chestnut-bellied Starling,LC
Lamprotornis shelleyi,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710775,Shelley's Starling,LC
Lamprotornis hildebrandti,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Lamprotornis,,22710779,Hildebrandt's Starling,LC
